"","hightemp01","hightemp02","normal01","normal02"
"AQUIFEX_00646",252.821076351396,232.614709884589,283.069419644865,255.161912042568
"AQUIFEX_00902",200.651647897933,222.673910316871,234.22997752304,245.194649853405
"AQUIFEX_00561",63.2052690878489,95.4316758500876,85.7182045403465,66.7806566673907
"AQUIFEX_01106",126.410538175698,167.005432737653,144.524879748259,159.476195026605
"AQUIFEX_00920",235.765686280071,252.496309020024,213.298788042258,222.26994681833
"AQUIFEX_00633",230.749395082623,244.54366936585,253.167720386605,217.286315723749
"AQUIFEX_01087",78.2541426801939,112.331035115207,100.669054169477,87.7119072646326
"AQUIFEX_00267",160.521318318347,137.183034034501,137.547816587998,159.476195026605
"AQUIFEX_00881",128.417054654677,114.319195028751,152.498666217128,136.55149199153
"AQUIFEX_01471",106.345373385905,121.277754726153,128.57730681052,90.7020859213814
"AQUIFEX_00143",95.3095327515182,90.4612760662289,112.629733872781,124.590777364535
"AQUIFEX_01746",354.150158539852,362.839184221687,323.935075297821,340.880366869368
"AQUIFEX_00673",373.212065090156,413.537262017046,396.695876826255,418.625011944837
"AQUIFEX_01559",306.997021283838,332.022705561763,287.0563128793,308.985127864047
"AQUIFEX_00974",230.749395082623,198.815991354349,237.220147448866,215.292863285916
"AQUIFEX_01128",672.183020458076,646.151971901635,687.73908293999,665.813114236075
"AQUIFEX_01298",103.335598667436,125.25407455324,114.623180489998,141.535123086112
"AQUIFEX_00483",309.003537762817,318.105586166959,265.128400089909,330.913104680205
"AQUIFEX_01704",138.449637049574,131.21855429387,103.659224095303,116.616967613205
"AQUIFEX_00024",274.892757620168,262.437108587741,205.325001573388,253.168459604735
"AQUIFEX_00822",345.120834384445,366.815504048774,322.938351989213,360.814891247693
"AQUIFEX_01448",195.635356700485,228.638390057502,197.351215104519,217.286315723749
"AQUIFEX_00032",254.827592830375,272.377908155458,233.233254214431,243.201197415572
